,Email Ad Id,Locale,Client,Headline,Deal Category,Sales Category ,Ad Id,Clicks,% of Total,Publish Date,Emails Sent ,Price,Conversion Rate (N Clicks/ N Delivered Emails *100),Percentage Diff Demand (Emails sent vs. Clicks),PriceGroup,quartile_for_PED_calc
1130,Year: 2019Week: 49,UK,Broadway Travel Service (Wimbledon) Ltd,£299pp -- Fuerteventura: 4-star all-inc holiday with flights,Vacations,Vacation,2832657,5437,0.0007000000000000001,12/4/2019,630776.0,299.0,0.8619541643943334,196.58164797009806,High,329.0
1131,Year: 2019Week: 49,UK,Exoticca.co.uk,"£1399pp -- 8-night Kenya tour w/safaris, from Dublin",Vacations,Travel Agency,2832945,56,,12/4/2019,17201.0,1399.0,0.32556246729841287,198.70197600973518,V.High,600.0
1132,Year: 2019Week: 49,UK,Fleetway Travel Ltd,"£399pp -- Luxury ultra all-inc Corfu week w/flights, 45% off",Vacations,Travel Agency,2832826,5369,0.0007000000000000001,12/4/2019,1141238.0,399.0,0.4704540157267809,198.12699556168764,High,599.0
1133,Year: 2019Week: 49,UK,Fleetway Travel Ltd,"£449pp -- Luxury all-inc Corfu week w/flights, fr the North",Vacations,Travel Agency,2832943,1294,0.0002,12/4/2019,258856.0,449.0,0.4998918317520165,198.01037862771477,V.High,599.0
1134,Year: 2019Week: 49,UK,holidays.ch. AG (Travelzoo Packages),£849pp -- Thailand: 10-night Jacuzzi Villa holiday w/flights,Vacations,Vacation,2832253,10709,0.0014000000000000002,12/4/2019,2677633.0,849.0,0.3999427852883498,198.40660154102417,V.High,600.0
1135,Year: 2019Week: 49,UK,Jetline Travel,"£119pp -- 3-nt Budapest break w/river cruise, fr the North",Vacations,Travel Agency,2832921,3308,0.0004,12/4/2019,574242.0,119.0,0.5760637501262534,197.70894294866247,Mid,199.0
1136,Year: 2019Week: 49,UK,Jetline Travel,£199pp -- Malta: 5-star break w/flights & harbour cruise,Vacations,Travel Agency,2832630,9034,0.0011,12/4/2019,1024228.0,199.0,0.8820301729692998,196.5027263172361,High,199.0
1141,Year: 2019Week: 49,UK,Blue Bay Travel Ltd.,£1199pp -- Luxury all-inc Dom Rep week; fly from Manchester,Vacations,Vacation,2832780,552,0.0001,12/4/2019,473079.0,1199.0,0.11668241456500923,199.53381429847286,V.High,600.0
1142,Year: 2019Week: 49,UK,Emirates Holidays,"£599pp -- Dubai break inc meals, junior suite & park tickets",Vacations,Vacation,2832055,7358,0.0009,12/4/2019,2391328.0,599.0,0.30769513843353985,198.7729948813642,V.High,
1143,Year: 2019Week: 49,UK,Fleetway Travel Ltd,£399pp -- Algarve: all-inc April holiday with flights,Vacations,Travel Agency,2832758,15704,0.002,12/4/2019,4782658.0,399.0,0.3283529786156568,198.69088659838502,High,599.0
1144,Year: 2019Week: 49,UK,Fleetway Travel Ltd,"£399pp -- Luxury all-inc Corfu week w/flights, fr Manchester",Vacations,Travel Agency,2832942,1675,0.0002,12/4/2019,315386.0,399.0,0.5310952293380176,197.8868419641646,High,599.0
1145,Year: 2019Week: 49,UK,Fleetway Travel Ltd,£399pp -- Luxury all-inc Corfu week w/flts from the Midlands,Vacations,Travel Agency,2832941,1882,0.0002,12/4/2019,341520.0,399.0,0.5510658233778403,197.80781707736125,High,599.0
1146,Year: 2019Week: 49,UK,Jetline Travel,£119pp -- 3-night Budapest escape w/flights & river cruise,Vacations,Travel Agency,2832642,5320,0.0007000000000000001,12/4/2019,1338816.0,119.0,0.39736603088101724,198.4168268687097,Mid,199.0
1147,Year: 2019Week: 49,UK,Jetline Travel,£119pp -- 3-night Budapest escape; fly from the Midlands,Vacations,Travel Agency,2832920,1872,0.0002,12/4/2019,341520.0,119.0,0.5481377371749825,197.81940173329608,Mid,199.0
1148,Year: 2019Week: 49,UK,Jetline Travel,"£119pp -- 3-nt Budapest break w/river cruise, from Edinburgh",Vacations,Travel Agency,2832919,920,0.0001,12/4/2019,136748.0,119.0,0.6727703513031269,197.3269024028823,Mid,199.0
1149,Year: 2019Week: 49,UK,Jetline Travel,£199pp -- Malta: 5-star break w/flights & harbour cruise,Vacations,Travel Agency,2832918,9278,0.0012,12/4/2019,1024228.0,199.0,0.9058529936693782,196.4091161541394,High,199.0
1150,Year: 2019Week: 49,UK,Jetline Travel,£199pp -- Malta: 5-star break w/flights from the Midlands,Vacations,Travel Agency,2832910,7598,0.001,12/4/2019,683040.0,199.0,1.1123799484656829,195.59943125052487,High,199.0
1151,Year: 2019Week: 49,UK,Jetline Travel,"£199pp -- Malta: 5-star break w/harbour cruise, fr Edinburgh",Vacations,Travel Agency,2832914,3822,0.0005,12/4/2019,273497.0,199.0,1.397455913593202,194.48721508443344,High,199.0
1152,Year: 2019Week: 49,UK,Jetline Travel,"£339pp -- Italy: 7-nt Ischia week w/meals, from Manchester",Vacations,Travel Agency,2832936,1214,0.0002,12/4/2019,315386.0,339.0,0.38492513935304673,198.4662034112445,High,599.0
1153,Year: 2019Week: 49,UK,Lumle Holidays Ltd,£899pp -- 10-nt guided Nepal tour inc flights & jeep safari,Vacations,Travel Agency,2832004,8152,0.001,12/4/2019,4782658.0,899.0,0.17044915191510662,199.31936353142788,V.High,600.0
1154,Year: 2019Week: 49,UK,Tourism Ireland (UK),£159pp -- 3-night Dublin escape inc flights from Bristol,Vacations,Tourism Board,2832952,821,0.0001,12/4/2019,197578.0,159.0,0.4155320936541518,198.34474972152077,Mid,199.0
1155,Year: 2019Week: 49,UK,Tourism Ireland (UK),£159pp -- 3-night Dublin escape inc flights from Scotland,Vacations,Tourism Board,2832953,466,0.0001,12/4/2019,136748.0,159.0,0.34077280837745344,198.64153803547742,Mid,199.0
1156,Year: 2019Week: 49,UK,weekend.com,£179pp -- Luxury Athens stay near the Acropolis inc flights,Vacations,Other,2832737,6983,0.0009,12/4/2019,2391326.0,179.0,0.29201371958486627,198.83534607091912,Mid,199.0
1164,Year: 2019Week: 49,UK,Benz Travel Limited (t/a Worldwide flights & Worldwide Cruises UK),£799pp -- Memphis & New Orleans holiday with flights & tour,Vacations,OTA,2832638,7169,0.0009,12/4/2019,2391328.0,799.0,0.29979158024327907,198.80441793339745,V.High,600.0
1165,Year: 2019Week: 49,UK,Blue Bay Travel Ltd.,£1199pp -- Luxury all-inc Dom Rep week with swim-up suite,Vacations,Vacation,2832950,4499,0.0006,12/4/2019,2601630.0,1199.0,0.17293004770086445,199.30947393624797,V.High,600.0
1166,Year: 2019Week: 49,UK,Blue Bay Travel Ltd.,"£1199pp -- Luxury all-inc Dom Rep week, from Birmingham",Vacations,Vacation,2832949,768,0.0001,12/4/2019,512280.0,1199.0,0.14991801358631998,199.40122561631662,V.High,600.0
1167,Year: 2019Week: 49,UK,Exoticca.co.uk,"£1399pp -- 8-night Kenya tour inc safari & beach, save £450",Vacations,Travel Agency,2832790,7259,0.0009,12/4/2019,4765457.0,1399.0,0.15232536984385758,199.3916252297434,V.High,600.0
1168,Year: 2019Week: 49,UK,holidays.ch. AG (Travelzoo Packages),£1399pp -- All-inc St Lucia holiday in ocean-view suite,Vacations,Vacation,2832278,3299,0.0004,12/4/2019,1195663.0,1399.0,0.2759138653617282,198.89938129815624,V.High,600.0
1169,Year: 2019Week: 49,UK,holidays.ch. AG (Travelzoo Packages),"£849pp -- Thailand: 10-night villa holiday, from Manchester",Vacations,Vacation,2832825,2618,0.0003,12/4/2019,630776.0,849.0,0.4150443263535708,198.34668468599324,V.High,600.0
1170,Year: 2019Week: 49,UK,holidays.ch. AG (Travelzoo Packages),"£949pp -- Thailand: 10-night villa holiday, from Glasgow",Vacations,Vacation,2832819,1114,0.0001,12/4/2019,273497.0,949.0,0.40731708208865175,198.3773410387785,V.High,600.0
1171,Year: 2019Week: 49,UK,holidays.ch. AG (Travelzoo Packages),"£999pp -- Thailand: 10-night villa holiday, from Newcastle",Vacations,Vacation,2832836,2624,0.0003,12/4/2019,517712.0,999.0,0.5068455048366659,197.98284185603148,V.High,600.0
1172,Year: 2019Week: 49,UK,Jetline Travel,"£199pp -- Malta: 5-star break w/harbour cruise, from Cardiff",Vacations,Travel Agency,2832912,3686,0.0005,12/4/2019,170670.0,199.0,2.1597234429015058,191.5437380990617,High,199.0
1173,Year: 2019Week: 49,UK,Jetline Travel,"£199pp -- Malta: 5-star break w/harbour cruise, from Dublin",Vacations,Travel Agency,2832913,2425,0.0003,12/4/2019,107448.0,199.0,2.256905665996575,191.17162542207822,High,199.0
1174,Year: 2019Week: 49,UK,Jetline Travel,"£339pp -- Italy: 7-nt Ischia week w/flts, meals & transfers",Vacations,Travel Agency,2832679,6469,0.0008,12/4/2019,1878362.0,339.0,0.344395808688634,198.6271448209415,High,599.0
1175,Year: 2019Week: 49,UK,Jetline Travel,"£339pp -- Italy: 7-nt Ischia week w/meals, from Bristol",Vacations,Travel Agency,2832935,982,0.0001,12/4/2019,197578.0,339.0,0.4970188988652583,198.02175664786463,High,599.0
1176,Year: 2019Week: 49,UK,Tourism Ireland (UK),£159pp -- 3-night Dublin escape inc flights fr the Midlands,Vacations,Tourism Board,2832954,1250,0.0002,12/4/2019,341520.0,159.0,0.3660107753572265,198.54129591271115,Mid,199.0
1188,Year: 2019Week: 50,UK,Broadway Travel Service (Wimbledon) Ltd,£135pp -- Krakow: 3-nt break w/flights & Auschwitz tour,Vacations,Vacation,2835416,12488,0.0016,12/11/2019,2389210.0,135.0,0.522683230021639,197.92013816891216,Mid,199.0
1189,Year: 2019Week: 50,UK,Broadway Travel Service (Wimbledon) Ltd,"£399pp -- Madeira: 5-star all-inc week w/flights, save 26%",Vacations,Vacation,2834896,10299,0.0013,12/11/2019,2719045.0,399.0,0.378772694089285,198.49062631899827,High,599.0
1190,Year: 2019Week: 50,UK,Fleetway Travel Ltd,"£349pp -- Luxury Rixos Dubrovnik holiday with meals, 30% off",Vacations,Travel Agency,2834231,11144,0.0014000000000000002,12/11/2019,2074002.0,349.0,0.5373186718238459,197.86221204654254,High,599.0
1191,Year: 2019Week: 50,UK,Fleetway Travel Ltd,£399pp -- 4-nt Iceland break with 3 tours; fly fr Manchester,Vacations,Travel Agency,2835490,1652,0.0002,12/11/2019,586314.0,399.0,0.28176028544431825,198.87612549024945,High,599.0
1192,Year: 2019Week: 50,UK,holidays.ch. AG (Travelzoo Packages),£1399pp -- All-inc St Lucia holiday in ocean-view suite,Vacations,Vacation,2835289,10470,0.0013,12/11/2019,3583815.0,1399.0,0.2921467765495708,198.83481693855663,V.High,600.0
1193,Year: 2019Week: 50,UK,holidays.ch. AG (Travelzoo Packages),£499pp -- 'Swanky' 5-star Sofitel St Petersburg break w/flts,Vacations,Vacation,2834785,4871,0.0006,12/11/2019,2389208.0,499.0,0.2038750916621742,199.18615885273627,V.High,599.0
1194,Year: 2019Week: 50,UK,Jetline Travel,"£399pp -- Rhodes: 5-star all-inc holiday, from the North",Vacations,Travel Agency,2835442,3552,0.0004,12/11/2019,1065756.0,399.0,0.33328454167745714,198.67129021759865,High,599.0
1195,Year: 2019Week: 50,UK,Jetline Travel,£399pp -- Rhodes: 5-star holiday w/all-inc dine around,Vacations,Travel Agency,2835183,3322,0.0004,12/11/2019,1337474.0,399.0,0.24837866007114906,199.008946924066,High,599.0
1196,Year: 2019Week: 50,UK,weekend.com,"£109pp -- Lisbon break in central Baixa district, w/flights",Vacations,Other,2834706,18734,0.0024,12/11/2019,4192109.0,109.0,0.44688723504088274,198.2204038478756,Mid,199.0
1211,Year: 2019Week: 50,UK,Broadway Travel Service (Wimbledon) Ltd,"£399pp -- Madeira: 5-star all-inc week, from the Northeast",Vacations,Vacation,2835465,3324,0.0004,12/11/2019,517299.0,399.0,0.6425684178782484,197.44613664782386,High,599.0
1212,Year: 2019Week: 50,UK,Exoticca.co.uk,"£1199pp -- China: 12-nt luxury tour w/panda visit, £850 off",Vacations,Travel Agency,2835275,7871,0.001,12/11/2019,4778423.0,1199.0,0.16471961565562532,199.34220505468323,V.High,600.0
1213,Year: 2019Week: 50,UK,Fleetway Travel Ltd,£189pp -- Seville: deluxe 3-night city break from Manchester,Vacations,Travel Agency,2835491,1907,0.0002,12/11/2019,293156.0,189.0,0.6505068973515807,197.41478938396207,High,199.0
1214,Year: 2019Week: 50,UK,Fleetway Travel Ltd,£189pp -- Seville: deluxe 3-night city break in new hotel,Vacations,Travel Agency,2835331,8688,0.0011,12/11/2019,1898652.0,189.0,0.45758780440017444,198.1779860958193,High,199.0
1215,Year: 2019Week: 50,UK,Fleetway Travel Ltd,£399pp -- 4-nt Iceland break with 3 tours; fly fr Edinburgh,Vacations,Travel Agency,2835489,600,0.0001,12/11/2019,273311.0,399.0,0.21953013234008145,199.12380298710164,High,599.0
1216,Year: 2019Week: 50,UK,Fleetway Travel Ltd,£399pp -- 4-nt Iceland break with 3 tours; fly from Belfast,Vacations,Travel Agency,2835488,594,0.0001,12/11/2019,107351.0,399.0,0.5533250738232527,197.79887905877993,High,599.0
1217,Year: 2019Week: 50,UK,holidays.ch. AG (Travelzoo Packages),£179pp -- Rome: deluxe central break w/flights,Vacations,Vacation,2834775,3584,0.0005,12/11/2019,1194605.0,179.0,0.30001548629044744,198.8035276571559,Mid,199.0
1218,Year: 2019Week: 50,UK,Jetline Travel,"£349pp -- Croatia: 7-nt island escape w/meals, from Bristol",Vacations,Travel Agency,2835437,2241,0.0003,12/11/2019,197400.0,349.0,1.135258358662614,195.50994034291554,High,599.0
1219,Year: 2019Week: 50,UK,Jetline Travel,£399pp -- Rhodes: 5-star holiday w/all-inc dine around,Vacations,Travel Agency,2835428,1624,0.0002,12/11/2019,668737.0,399.0,0.24284584223693317,199.03096988040772,High,599.0
1228,Year: 2019Week: 50,UK,Blue Bay Travel Ltd.,"£1499pp -- 5-star all-inc Maldives holiday, save 59%",Vacations,Vacation,2835406,16644,0.0021,12/11/2019,4778423.0,1499.0,0.3483157518704393,198.61157310210683,V.High,600.0
1229,Year: 2019Week: 50,UK,Broadway Travel Service (Wimbledon) Ltd,"£399pp -- Madeira: 5-star all-inc holiday, from the Midlands",Vacations,Vacation,2835462,3861,0.0005,12/11/2019,682454.0,399.0,0.5657524170127217,197.74972133786963,High,599.0
1230,Year: 2019Week: 50,UK,Fleetway Travel Ltd,£189pp -- Seville: deluxe 3-night city break from Bristol,Vacations,Travel Agency,2835492,1216,0.0002,12/11/2019,197400.0,189.0,0.6160081053698075,197.55105328875823,High,199.0
1231,Year: 2019Week: 50,UK,Fleetway Travel Ltd,"£399pp -- 4-nt Iceland break with 3 tours, inc Blue Lagoon",Vacations,Travel Agency,2834727,9035,0.0011,12/11/2019,3811447.0,399.0,0.23704907873571376,199.0540460601568,High,599.0
1232,Year: 2019Week: 50,UK,Jetline Travel,"£199pp -- 5-night Umbria holiday inc meals, save 50%",Vacations,Travel Agency,2834757,8209,0.001,12/11/2019,3144081.0,199.0,0.26109378225306534,198.95834456855175,High,199.0
1233,Year: 2019Week: 50,UK,Jetline Travel,"£349pp -- Croatia: 7-nt island escape w/meals, fr Manchester",Vacations,Travel Agency,2835440,2669,0.0003,12/11/2019,315202.0,349.0,0.8467585865571919,196.64140484662016,High,599.0
1234,Year: 2019Week: 50,UK,Jetline Travel,"£349pp -- Croatia: 7-nt island escape w/meals, from Belfast",Vacations,Travel Agency,2835436,993,0.0001,12/11/2019,45088.0,349.0,2.20235982966643,191.38039539072503,High,599.0
1235,Year: 2019Week: 50,UK,Jetline Travel,"£349pp -- Croatia: 7-nt island escape w/meals, from Dublin",Vacations,Travel Agency,2835438,122,,12/11/2019,8586.0,349.0,1.420917773119031,194.3959577400092,High,599.0
1236,Year: 2019Week: 50,UK,Jetline Travel,"£399pp -- Rhodes: 5-star all-inc holiday, from the Midlands",Vacations,Travel Agency,2835441,1695,0.0002,12/11/2019,511839.0,399.0,0.33115882142626885,198.67973688207596,High,599.0
1237,Year: 2019Week: 50,UK,Value Added Travel,£279pp -- 5-star Morocco beach escape w/flights,Vacations,Travel Agency,2835363,3667,0.0005,12/11/2019,1194605.0,279.0,0.3069633895722854,198.77590396838113,High,329.0
1238,Year: 2019Week: 50,UK,weekend.com,"£119pp -- Lisbon: central Baixa district stay, fr Manchester",Vacations,Other,2835194,3269,0.0004,12/11/2019,586314.0,119.0,0.5575510733156637,197.78216129026788,Mid,199.0
1244,Year: 2019Week: 50,UK,Broadway Travel Service (Wimbledon) Ltd,£169pp -- All-inc Marrakesh break with flights & transfers,Vacations,Vacation,2835459,10333,0.0013,12/11/2019,2389210.0,169.0,0.43248605187488753,198.27750534164215,Mid,199.0
1245,Year: 2019Week: 50,UK,Broadway Travel Service (Wimbledon) Ltd,£399pp -- Madeira: 5-star all-inc holiday; fly from Scotland,Vacations,Vacation,2835463,1863,0.0002,12/11/2019,273311.0,399.0,0.6816410609159529,197.29189530987665,High,599.0
1246,Year: 2019Week: 50,UK,Broadway Travel Service (Wimbledon) Ltd,£399pp -- Madeira: 5-star all-inc week; fly from Manchester,Vacations,Vacation,2835464,3225,0.0004,12/11/2019,586314.0,399.0,0.5500465620810693,197.81184959773654,High,599.0
1247,Year: 2019Week: 50,UK,Citrus Holidays (trading division of The Wise Miser Limited),"£699pp -- Athens, Santorini & all-inc Crete escape w/3 tours",Vacations,Travel Agency,2834864,3255,0.0004,12/11/2019,1194602.0,699.0,0.2724756864629391,198.91305890436004,V.High,600.0
1248,Year: 2019Week: 50,UK,Fleetway Travel Ltd,"£349pp -- Luxury Dubrovnik holiday w/meals, from Manchester",Vacations,Travel Agency,2835425,2570,0.0003,12/11/2019,315202.0,349.0,0.815350156407637,196.76497614641943,High,599.0
1249,Year: 2019Week: 50,UK,Jetline Travel,"£199pp -- 5-night Umbria holiday inc meals, from Manchester",Vacations,Travel Agency,2835467,1456,0.0002,12/11/2019,439734.0,199.0,0.3311092615080935,198.679933815363,High,199.0
1250,Year: 2019Week: 50,UK,Jetline Travel,£349pp -- Croatia: 7-nt island escape w/meals & transfers,Vacations,Travel Agency,2835195,11353,0.0014000000000000002,12/11/2019,1686274.0,349.0,0.673259505869153,197.3249718577756,High,599.0
1251,Year: 2019Week: 50,UK,Jetline Travel,"£349pp -- Croatia: 7-nt island escape w/meals, fr Edinburgh",Vacations,Travel Agency,2835439,1322,0.0002,12/11/2019,136654.0,349.0,0.9674067352583897,196.16744941149184,High,599.0
1261,Year: 2019Week: 51,UK,Broadway Travel Service (Wimbledon) Ltd,"£399pp -- Sicily: deluxe week with meals & flights, 27% off",Vacations,Vacation,2838036,16534,0.0021,12/18/2019,3751468.0,399.0,0.4407341339443652,198.24479923312143,High,599.0
1262,Year: 2019Week: 51,UK,Fleetway Travel Ltd,£259pp -- 4-star Jersey break with meals; fly from the North,Vacations,Travel Agency,2838157,2393,0.0003,12/18/2019,551534.0,259.0,0.433880776162485,198.27197446594948,High,329.0
1263,Year: 2019Week: 51,UK,Fleetway Travel Ltd,£259pp -- 4-star Jersey seafront break w/flights & meals,Vacations,Travel Agency,2837924,5803,0.0007000000000000001,12/18/2019,1836560.0,259.0,0.31597116347954873,198.74009627852928,High,329.0
1264,Year: 2019Week: 51,UK,Fleetway Travel Ltd,£299pp -- Ritz-Carlton Budapest escape; fly from Scotland,Vacations,Travel Agency,2838171,1239,0.0002,12/18/2019,273053.0,299.0,0.4537580616217365,198.19316640660318,High,329.0
1265,Year: 2019Week: 51,UK,holidays.ch. AG (Travelzoo Packages),"£99pp -- Vienna break at new 4-star hotel, from Birmingham",Vacations,Vacation,2837448,3282,0.0004,12/18/2019,341120.0,99.0,0.962124765478424,196.18817544613563,Mid,199.0
1266,Year: 2019Week: 51,UK,Jetline Travel,"£129pp -- Rome: 3-night break w/breakfast, from Manchester",Vacations,Travel Agency,2838089,1695,0.0002,12/18/2019,315058.0,129.0,0.5379961784814224,197.85953092788387,Mid,199.0
1267,Year: 2019Week: 51,UK,Jetline Travel,"£149pp -- 5-night deluxe Malta holiday w/meals, from Dublin",Vacations,Travel Agency,2838093,920,0.0001,12/18/2019,53640.0,149.0,1.715137956748695,193.25513196480938,Mid,199.0
1268,Year: 2019Week: 51,UK,Jetline Travel,"£189pp -- Deluxe Mallorca break w/sea view, fr the Southwest",Vacations,Travel Agency,2838082,1350,0.0002,12/18/2019,197308.0,189.0,0.6842094593224806,197.28176061371806,High,199.0
1269,Year: 2019Week: 51,UK,Jetline Travel,£229pp -- Ibiza: deluxe all-inc break w/flights & transfers,Vacations,Travel Agency,2837255,10175,0.0013,12/18/2019,2046978.0,229.0,0.49707422356273495,198.0215375326969,High,329.0
1270,Year: 2019Week: 51,UK,Jetline Travel,"£229pp -- Ibiza: deluxe all-inc break, from Birmingham",Vacations,Travel Agency,2838085,2052,0.0003,12/18/2019,341120.0,229.0,0.6015478424015009,197.60819647290572,High,329.0
1271,Year: 2019Week: 51,UK,Tourism Ireland (UK),£159pp -- 3-night central Dublin escape inc flights,Vacations,Tourism Board,2838068,4602,0.0006,12/18/2019,2054267.0,159.0,0.22402151229611342,199.10591688932126,Mid,199.0
1279,Year: 2019Week: 51,UK,British Airways Holidays,£1099pp -- Spain: 5-star ultra all-inc week at new hotel,Vacations,International Airline,2836811,3505,0.0004,12/18/2019,1194051.0,1099.0,0.2935385506984208,198.8292823049611,V.High,600.0
1280,Year: 2019Week: 51,UK,Broadway Travel Service (Wimbledon) Ltd,£429pp -- Deluxe Sicily week w/meals & flights from Bristol,Vacations,Vacation,2838163,2777,0.0004,12/18/2019,394616.0,429.0,0.7037220994587143,197.2047821677785,V.High,599.0
1281,Year: 2019Week: 51,UK,holidays.ch. AG (Travelzoo Packages),£99pp -- Vienna break at new 4-star hotel with flights,Vacations,Vacation,2836660,13996,0.0018,12/18/2019,1910452.0,99.0,0.7326014995404229,197.09090606761004,Mid,199.0
1282,Year: 2019Week: 51,UK,Jetline Travel,"£129pp -- Rome: 3-night city break w/breakfast, fr Dublin",Vacations,Travel Agency,2838088,624,0.0001,12/18/2019,53640.0,129.0,1.1633109619686801,195.4002653693056,Mid,199.0
1283,Year: 2019Week: 51,UK,Jetline Travel,"£149pp -- 5-nt deluxe Malta holiday with meals, 34% off",Vacations,Travel Agency,2837905,8598,0.0011,12/18/2019,1480970.0,149.0,0.5805654402182354,197.6911426668672,Mid,199.0
1284,Year: 2019Week: 51,UK,Jetline Travel,"£189pp -- Deluxe Mallorca break w/sea view, from Birmingham",Vacations,Travel Agency,2838080,1758,0.0002,12/18/2019,341120.0,189.0,0.515361163227017,197.949124761577,High,199.0
1285,Year: 2019Week: 51,UK,weekend.com,£99pp -- Vienna break at new 4-star hotel with flights,Vacations,Other,2836864,13861,0.0018,12/18/2019,1910452.0,99.0,0.725535108968977,197.11876394328783,Mid,199.0
1286,Year: 2019Week: 51,UK,weekend.com,"£99pp -- Vienna break at new 4-star hotel, from Birmingham",Vacations,Other,2837477,3164,0.0004,12/18/2019,341120.0,99.0,0.9275328330206379,196.3239650985814,Mid,199.0
1287,Year: 2019Week: 51,UK,weekend.com,"£99pp -- Vienna break at new 4-star hotel, from Edinburgh",Vacations,Other,2837478,1557,0.0002,12/18/2019,136526.0,99.0,1.1404421135900855,195.4896692568962,Mid,199.0
1293,Year: 2019Week: 51,UK,Broadway Travel Service (Wimbledon) Ltd,£399pp -- Deluxe Sicily week w/meals & flts from Manchester,Vacations,Vacation,2838164,3782,0.0005,12/18/2019,630121.0,399.0,0.6002021833901743,197.61351500150656,High,599.0
1294,Year: 2019Week: 51,UK,Citrus Holidays (trading division of The Wise Miser Limited),£1299pp -- Private Sri Lanka tour inc 5-star beach stay,Vacations,Travel Agency,2838096,6172,0.0008,12/18/2019,4776205.0,1299.0,0.12922393406480667,199.483771354705,V.High,600.0
1295,Year: 2019Week: 51,UK,Exoticca.co.uk,"£1399pp -- 14-night Madagascar tour inc flights, save £600",Vacations,Travel Agency,2837548,8394,0.0011,12/18/2019,4093962.0,1399.0,0.20503365688299013,199.18154348379323,V.High,600.0
1296,Year: 2019Week: 51,UK,Exoticca.co.uk,£1399pp -- 14-night Madagascar tour; fly from Birmingham,Vacations,Travel Agency,2838107,1636,0.0002,12/18/2019,682243.0,1399.0,0.2397972569890787,199.04310557861845,V.High,600.0
1297,Year: 2019Week: 51,UK,Fleetway Travel Ltd,"£299pp -- Luxury all-inc Cyprus beachfront holiday, 43% off",Vacations,Travel Agency,2836807,15351,0.0019,12/18/2019,2095080.0,299.0,0.7327166504381694,197.09045213987096,High,329.0
1298,Year: 2019Week: 51,UK,Fleetway Travel Ltd,"£299pp -- Ritz-Carlton Budapest escape inc flights, save 50%",Vacations,Travel Agency,2836774,11493,0.0015,12/18/2019,3873031.0,299.0,0.29674433279774937,198.81653453550553,High,329.0
1299,Year: 2019Week: 51,UK,holidays.ch. AG (Travelzoo Packages),"£699pp -- Canaries villa week w/flts, private pool & meals",Vacations,Vacation,2837230,14293,0.0018,12/18/2019,3070470.0,699.0,0.4654987672896983,198.14663233447754,V.High,600.0
1300,Year: 2019Week: 51,UK,holidays.ch. AG (Travelzoo Packages),"£99pp -- Vienna break at new 4-star hotel, from Edinburgh",Vacations,Vacation,2837449,1515,0.0002,12/18/2019,136526.0,99.0,1.109678742510584,195.60999992755777,Mid,199.0
1301,Year: 2019Week: 51,UK,Jetline Travel,"£149pp -- 5-nt deluxe Malta holiday w/meals, fr Birmingham",Vacations,Travel Agency,2838094,2603,0.0003,12/18/2019,341120.0,149.0,0.7630745778611632,196.9708166168688,Mid,199.0
1302,Year: 2019Week: 51,UK,Jetline Travel,"£149pp -- 5-nt deluxe Malta holiday w/meals, fr Bristol",Vacations,Travel Agency,2838092,1923,0.0002,12/18/2019,197308.0,149.0,0.9746183631682446,196.13915505117177,Mid,199.0
1303,Year: 2019Week: 51,UK,Jetline Travel,£189pp -- Deluxe Mallorca break w/flights & sea view,Vacations,Travel Agency,2837238,3780,0.0005,12/18/2019,1159190.0,189.0,0.3260897695804829,198.69988047843023,High,199.0
1304,Year: 2019Week: 51,UK,Jetline Travel,"£189pp -- Deluxe Mallorca break w/sea view, fr Belfast",Vacations,Travel Agency,2838079,827,0.0001,12/18/2019,53640.0,189.0,1.541759880686055,193.9265977564397,High,199.0
1305,Year: 2019Week: 51,UK,Jetline Travel,"£189pp -- Deluxe Mallorca break w/sea view, fr the North",Vacations,Travel Agency,2838084,3133,0.0004,12/18/2019,551534.0,189.0,0.5680520149256437,197.74062635779666,High,199.0
1306,Year: 2019Week: 51,UK,Tourism Ireland (UK),£159pp -- 3-night Dublin escape inc flights from Scotland,Vacations,Tourism Board,2838070,332,,12/18/2019,136526.0,159.0,0.2431771237712963,199.02965117128704,Mid,199.0
1311,Year: 2019Week: 51,UK,Blue Bay Travel Ltd.,"£799pp -- All-inc Tobago beach holiday w/sea view, 55% off",Vacations,Vacation,2837948,20667,0.0026,12/18/2019,4776205.0,799.0,0.43270755756924173,198.27662693521947,V.High,600.0
1312,Year: 2019Week: 51,UK,Broadway Travel Service (Wimbledon) Ltd,£199pp -- 5-star Halkidiki beach holiday w/flights & meals,Vacations,Vacation,2837197,23346,0.0029,12/18/2019,4776205.0,199.0,0.48879811482128593,198.05431799766268,High,199.0
1313,Year: 2019Week: 51,UK,Fleetway Travel Ltd,£299pp -- Luxury all-inc Cyprus holiday; fly from Manchester,Vacations,Travel Agency,2838174,2631,0.0003,12/18/2019,293018.0,299.0,0.8978970575186507,196.440373551069,High,329.0
1314,Year: 2019Week: 51,UK,Fleetway Travel Ltd,"£299pp -- Ritz-Carlton Budapest escape, from the Northwest",Vacations,Travel Agency,2838172,2015,0.0003,12/18/2019,630121.0,299.0,0.31977985180624036,198.7249579204475,High,329.0
1315,Year: 2019Week: 51,UK,holidays.ch. AG (Travelzoo Packages),"£699pp -- Canaries villa week with meals, from the Midlands",Vacations,Vacation,2837436,2359,0.0003,12/18/2019,511680.0,699.0,0.4610303314571607,198.16434161610306,V.High,600.0
