,Email Ad Id,Locale,Client,Headline,Deal Category,Sales Category ,Ad Id,Clicks,% of Total,Publish Date,Emails Sent ,Price,Conversion Rate (N Clicks/ N Delivered Emails *100),Percentage Diff Demand (Emails sent vs. Clicks),PriceGroup,quartile_for_PED_calc
194,Year: 2019Week: 34,UK,Jetline Travel,"£299pp -- Halkidiki: deluxe all-inc beach wk, fr Manchester",Vacations,Travel Agency,2795503,3838,0.0005,8/21/2019,297036.0,299.0,1.2920992741620543,194.8975318571894,High,329.0
195,Year: 2019Week: 34,UK,weekend.com,£139pp -- Lisbon: deluxe stay inc flights & breakfast,Vacations,Other,2795074,35661,0.0045000000000000005,8/21/2019,4244876.0,139.0,0.840095211261766,196.6676143670759,Mid,199.0
200,Year: 2019Week: 35,UK,Emirates Holidays,£699pp -- 10-nt luxury Thailand retreat w/spa tub on balcony,Vacations,Vacation,2796139,47360,0.006,8/28/2019,4841792.0,699.0,0.9781502385893487,196.12529943843023,V.High,600.0
201,Year: 2019Week: 35,UK,Exoticca.co.uk,"£1599pp -- 12-nt Argentina & Brazil tour, from Manchester",Vacations,Travel Agency,2797790,1565,0.0002,8/28/2019,594198.0,1599.0,0.2633802200613264,198.94924659638144,V.High,600.0
202,Year: 2019Week: 35,UK,Fleetway Travel Ltd,"£1499pp -- South Africa trip w/Cape Town, Winelands & safari",Vacations,Travel Agency,2797617,9625,0.0012,8/28/2019,3631344.0,1499.0,0.2650533796853176,198.94258918436273,V.High,600.0
203,Year: 2019Week: 35,UK,Fleetway Travel Ltd,£279pp -- Madeira: sea-view week w/meals; fly from Bristol,Vacations,Travel Agency,2797842,3493,0.0004,8/28/2019,286042.0,279.0,1.2211493417050643,195.17433125528865,High,329.0
204,Year: 2019Week: 35,UK,Jetline Travel,"£299pp -- 5-star Crete holiday w/meals, from Birmingham",Vacations,Travel Agency,2797828,2847,0.0004,8/28/2019,345886.0,299.0,0.8231035659147812,196.7344644756877,High,329.0
205,Year: 2019Week: 35,UK,Jetline Travel,"£499pp -- Rhodes: 5-star all-inc holiday, fr the Midlands",Vacations,Travel Agency,2797839,2500,0.0003,8/28/2019,345886.0,499.0,0.7227814944808405,197.12962059325002,V.High,599.0
212,Year: 2019Week: 35,UK,Exoticca.co.uk,"£1599pp -- 12-nt Argentina & Brazil tour w/flights, £700 off",Vacations,Travel Agency,2797525,8992,0.0011,8/28/2019,4247594.0,1599.0,0.2116963156083185,199.155003563889,V.High,600.0
213,Year: 2019Week: 35,UK,Fleetway Travel Ltd,£279pp -- Madeira: sea-view week w/meals; fly fr Manchester,Vacations,Travel Agency,2797843,3109,0.0004,8/28/2019,297098.0,279.0,1.0464560515385495,195.8575249744343,High,329.0
214,Year: 2019Week: 35,UK,Jetline Travel,£249pp -- Iceland break w/flights & Northern Lights tour,Vacations,Travel Agency,2797625,9325,0.0012,8/28/2019,2420896.0,249.0,0.38518796346476675,198.46516016444596,High,329.0
215,Year: 2019Week: 35,UK,Jetline Travel,£299pp -- 5-star Crete holiday w/meals; fly from Bristol,Vacations,Travel Agency,2797829,3209,0.0004,8/28/2019,286042.0,299.0,1.1218632228833527,195.56233167733214,High,329.0
216,Year: 2019Week: 35,UK,Jetline Travel,£499pp -- Rhodes: 5-star all-inc holiday w/flts & transfers,Vacations,Travel Agency,2797821,8907,0.0011,8/28/2019,1515418.0,499.0,0.5877586250130327,197.6627031636954,V.High,599.0
217,Year: 2019Week: 35,UK,Untravelled Paths,£299pp -- Romania: 4-night tour w/Dracula castle & ice hotel,Vacations,Travel Agency,2797813,5213,0.0007000000000000001,8/28/2019,1210448.0,299.0,0.4306669927167462,198.28471917746805,High,329.0
226,Year: 2019Week: 35,UK,Broadway Travel Service (Wimbledon) Ltd,£599pp -- 5-star Madeira week at new hotel w/flights & tours,Vacations,Vacation,2797523,10308,0.0013,8/28/2019,1837754.0,599.0,0.5609020576203344,197.7689060215512,V.High,
227,Year: 2019Week: 35,UK,Broadway Travel Service (Wimbledon) Ltd,"£599pp -- 5-star Madeira week at new hotel, from Manchester",Vacations,Vacation,2797841,2687,0.0003,8/28/2019,297098.0,599.0,0.904415378090731,196.41476391413846,V.High,
228,Year: 2019Week: 35,UK,Citrus Holidays (trading division of The Wise Miser Limited),£999pp -- India: 4-star holiday with Taj Mahal & Goa beach,Vacations,Travel Agency,2797587,12536,0.0016,8/28/2019,4841792.0,999.0,0.2589124026806604,198.96702488995388,V.High,600.0
229,Year: 2019Week: 35,UK,Fleetway Travel Ltd,"£249pp -- Deluxe Ischia escape w/flights & meals, save 62%",Vacations,Travel Agency,2797611,13314,0.0017000000000000001,8/28/2019,2420896.0,249.0,0.5499616670852444,197.81218547290499,High,329.0
230,Year: 2019Week: 35,UK,Fleetway Travel Ltd,"£279pp -- Madeira: deluxe week w/sea view, meals & flights",Vacations,Travel Agency,2796844,15835,0.002,8/28/2019,1837754.0,279.0,0.8616496005450132,196.58284549595407,High,329.0
231,Year: 2019Week: 35,UK,holidays.ch. AG (Travelzoo Packages),£179pp -- Florence: deluxe 3-night trip inc flights,Vacations,Vacation,2794985,18636,0.0024,8/28/2019,3631344.0,179.0,0.5131984190977226,197.95768743938322,Mid,199.0
232,Year: 2019Week: 35,UK,holidays.ch. AG (Travelzoo Packages),£189pp -- Paris: 4-star stay in Opéra district inc flights,Vacations,Vacation,2797634,11150,0.0014000000000000002,8/28/2019,3675508.0,189.0,0.3033594267785569,198.79023223743565,High,199.0
233,Year: 2019Week: 35,UK,holidays.ch. AG (Travelzoo Packages),"£191pp -- Paris: 4-star stay in Opéra district, fr Bristol",Vacations,Vacation,2797641,2797,0.0004,8/28/2019,572086.0,191.0,0.48891250616166104,198.05386487337424,High,199.0
234,Year: 2019Week: 35,UK,holidays.ch. AG (Travelzoo Packages),"£193pp -- Paris: 4-star stay inc flights, fr the Northwest",Vacations,Vacation,2797639,3316,0.0004,8/28/2019,594198.0,193.0,0.5580631372034237,197.7801356955653,High,199.0
235,Year: 2019Week: 35,UK,Travel Center UK (T/A Moresand Limited),"£189pp -- Bulgaria: 3-nt ski break w/flts, meals & ski pass",Vacations,Travel Agency,2797810,5958,0.0008,8/28/2019,2420896.0,189.0,0.24610722641534374,199.01798789708815,High,199.0
243,Year: 2019Week: 35,UK,Blue Bay Travel Ltd.,"£999pp -- Tobago: deluxe all-inc week w/ocean view, save 61%",Vacations,Vacation,2797792,13760,0.0017000000000000001,8/28/2019,4247594.0,999.0,0.3239480986177116,198.70839174590986,V.High,600.0
244,Year: 2019Week: 35,UK,Blue Bay Travel Ltd.,"£999pp -- Tobago: deluxe all-inc week, from Manchester",Vacations,Vacation,2797796,1838,0.0002,8/28/2019,594198.0,999.0,0.3093245012605226,198.766517458677,V.High,600.0
245,Year: 2019Week: 35,UK,Broadway Travel Service (Wimbledon) Ltd,"£599pp -- 5-star Madeira week at new hotel, from Bristol",Vacations,Vacation,2797838,2494,0.0003,8/28/2019,286042.0,599.0,0.871899930779396,196.5425458175063,V.High,
246,Year: 2019Week: 35,UK,holidays.ch. AG (Travelzoo Packages),£155pp -- Sicily: 5-night organic farm escape inc flights,Vacations,Vacation,2796093,14446,0.0018,8/28/2019,2420896.0,155.0,0.5967212139637555,197.62727370529478,Mid,199.0
247,Year: 2019Week: 35,UK,holidays.ch. AG (Travelzoo Packages),"£175pp -- Rome: central hotel stay w/flights, save 40%",Vacations,Vacation,2796094,4299,0.0005,8/28/2019,1210448.0,175.0,0.3551577597715887,198.58439658628504,Mid,199.0
248,Year: 2019Week: 35,UK,Jetline Travel,£249pp -- Iceland break w/flights & Northern Lights tour,Vacations,Travel Agency,2797827,9344,0.0012,8/28/2019,2420896.0,249.0,0.38597279684877006,198.46204490091515,High,329.0
249,Year: 2019Week: 35,UK,Jetline Travel,"£299pp -- 5-star Crete holiday w/flights & meals, save 37%",Vacations,Travel Agency,2797600,6759,0.0009,8/28/2019,1229376.0,299.0,0.5497911135405278,197.81286024584693,High,329.0
250,Year: 2019Week: 35,UK,Jetline Travel,"£299pp -- 5-star Crete holiday w/meals, fr the North",Vacations,Travel Agency,2797830,4628,0.0006,8/28/2019,559588.0,299.0,0.8270370343895865,196.7189870546032,High,329.0
251,Year: 2019Week: 35,UK,Jetline Travel,"£499pp -- Rhodes: 5-star all-inc holiday, fr the North",Vacations,Travel Agency,2797840,4080,0.0005,8/28/2019,559588.0,499.0,0.7291078436278119,197.10467864061826,V.High,599.0
256,Year: 2019Week: 36,UK,Blue Bay Travel Ltd.,"£799pp -- Dom Rep: all-inc beach week, from Manchester",Vacations,Vacation,2800188,3448,0.0004,9/4/2019,1164298.0,799.0,0.2961441143075055,198.81892123800895,V.High,600.0
257,Year: 2019Week: 36,UK,Blue Bay Travel Ltd.,£799pp & up -- Dom Rep: all-inc beach week w/sea-view room,Vacations,Vacation,2800142,3978,0.0005,9/4/2019,1759577.0,799.0,0.22607706283953471,199.097731570606,V.High,600.0
258,Year: 2019Week: 36,UK,Blue Bay Travel Ltd.,£879pp  -- Dom Rep: all-inc beach week with sea-view room,Vacations,Vacation,2800186,5573,0.0007000000000000001,9/4/2019,1921184.0,879.0,0.2900815330546163,198.84303002402484,V.High,600.0
259,Year: 2019Week: 36,UK,Broadway Travel Service (Wimbledon) Ltd,"£349pp -- Algarve: deluxe all-inc week, from Scotland",Vacations,Vacation,2800230,3306,0.0004,9/4/2019,323256.0,349.0,1.0227188358452743,195.95053925441417,High,599.0
260,Year: 2019Week: 36,UK,Broadway Travel Service (Wimbledon) Ltd,"£349pp -- Algarve: deluxe all-inc week, from the Midlands",Vacations,Vacation,2800225,5110,0.0006,9/4/2019,692261.0,349.0,0.7381608959626499,197.06899197127495,High,599.0
261,Year: 2019Week: 36,UK,Broadway Travel Service (Wimbledon) Ltd,"£349pp -- Algarve: deluxe all-inc week, from the Northeast",Vacations,Vacation,2800226,4804,0.0006,9/4/2019,525221.0,349.0,0.9146625896527366,196.37451063629075,High,599.0
262,Year: 2019Week: 36,UK,Broadway Travel Service (Wimbledon) Ltd,"£349pp -- Algarve: deluxe all-inc week, from the Northwest",Vacations,Vacation,2800228,4703,0.0006,9/4/2019,594513.0,349.0,0.7910676469648267,196.86056447090866,High,599.0
263,Year: 2019Week: 36,UK,Broadway Travel Service (Wimbledon) Ltd,"£349pp -- Algarve: deluxe all-inc week, from the Southwest",Vacations,Vacation,2800229,3839,0.0005,9/4/2019,400231.0,349.0,0.9591960642728823,196.1996683742916,High,599.0
264,Year: 2019Week: 36,UK,Jetline Travel,£199pp -- Malta: 5-star break w/flights & harbour cruise,Vacations,Travel Agency,2800197,7241,0.0009,9/4/2019,1068624.0,199.0,0.6776003533515997,197.30784066774177,High,199.0
265,Year: 2019Week: 36,UK,Jetline Travel,£249pp -- 5-star all-inc Tunisia week w/upgrade & transfers,Vacations,Travel Agency,2800195,4602,0.0006,9/4/2019,1211263.0,249.0,0.3799340027723129,198.4860161284353,High,329.0
266,Year: 2019Week: 36,UK,Jetline Travel,£95pp -- Barcelona: deluxe 2-night getaway w/breakfast,Vacations,Travel Agency,2800110,13491,0.0017000000000000001,9/4/2019,2076396.0,95.0,0.6497315540966174,197.41785082159944,Mid,199.0
267,Year: 2019Week: 36,UK,Travelbag Ltd (Stella Travel Services UK),£839pp -- 4-night all-inc Dubai break with flights,Vacations,Travel Agency,2800244,3986,0.0005,9/4/2019,2422526.0,839.0,0.16453899772386343,199.34292515347133,V.High,600.0
273,Year: 2019Week: 36,UK,Broadway Travel Service (Wimbledon) Ltd,"£349pp -- Algarve: deluxe all-inc week w/flights, save 51%",Vacations,Vacation,2800006,10776,0.0014000000000000002,9/4/2019,2200508.0,349.0,0.48970510445769794,198.0507252799731,High,599.0
274,Year: 2019Week: 36,UK,Broadway Travel Service (Wimbledon) Ltd,"£349pp -- Algarve: deluxe all-inc week, from Belfast",Vacations,Vacation,2800224,2449,0.0003,9/4/2019,109069.0,349.0,2.2453676113286085,191.21576785810362,High,599.0
275,Year: 2019Week: 36,UK,Fleetway Travel Ltd,"£299pp -- Cyprus: luxury all-inc holiday, from Bristol",Vacations,Travel Agency,2800270,4056,0.0005,9/4/2019,200114.0,299.0,2.0268446985218427,192.05368075623255,High,329.0
276,Year: 2019Week: 36,UK,holidays.ch. AG (Travelzoo Packages),£179pp -- Florence: deluxe 3-night break inc flights,Vacations,Vacation,2800086,6648,0.0008,9/4/2019,1211264.0,179.0,0.5488481454084329,197.81659101807028,Mid,199.0
277,Year: 2019Week: 36,UK,holidays.ch. AG (Travelzoo Packages),£205pp -- 4-star seafront Nice escape with flights,Vacations,Vacation,2800062,13776,0.0017000000000000001,9/4/2019,2422528.0,205.0,0.5686621578780513,197.73821329357912,High,329.0
278,Year: 2019Week: 36,UK,Jetline Travel,"£199pp -- Malta: 5-star break w/cruise, from Newcastle",Vacations,Travel Agency,2800241,2714,0.0003,9/4/2019,262610.0,199.0,1.0334716880545296,195.90839878789706,High,199.0
279,Year: 2019Week: 36,UK,Super Escapes,"£149pp -- 3-night all-inc Mallorca beach break, 55% off",Vacations,Travel Agency,2800034,52150,0.0066,9/4/2019,4845059.0,149.0,1.0763542817538445,195.74043092708519,Mid,199.0
280,Year: 2019Week: 36,UK,weekend.com,"£159pp -- Deluxe Berlin stay in central hotel, fr Manchester",Vacations,Other,2800095,629,0.0001,9/4/2019,148628.0,159.0,0.42320424146190494,198.31431691645952,Mid,199.0
281,Year: 2019Week: 36,UK,weekend.com,"£159pp -- Deluxe Berlin stay in central hotel, inc flights",Vacations,Other,2800048,6890,0.0009,9/4/2019,2273900.0,159.0,0.30300365011653985,198.7916467539756,Mid,199.0
290,Year: 2019Week: 36,UK,Exoticca.co.uk,"£849pp -- Lebanon: 6-nt escorted tour w/flights, save £450",Vacations,Travel Agency,2800136,6509,0.0008,9/4/2019,4845059.0,849.0,0.13434304927968888,199.4633487565257,V.High,600.0
291,Year: 2019Week: 36,UK,Fleetway Travel Ltd,£2249pp -- Amazon & Galapagos: 12-nt escorted tour w/flights,Vacations,Travel Agency,2799831,3702,0.0005,9/4/2019,2422526.0,2249.0,0.152815697334105,199.38966989087587,V.High,600.0
292,Year: 2019Week: 36,UK,Fleetway Travel Ltd,"£299pp -- Cyprus: luxury all-inc beachfront holiday, 49% off",Vacations,Travel Agency,2800087,25100,0.0032,9/4/2019,1925156.0,299.0,1.3037904460729415,194.85195789680944,High,329.0
293,Year: 2019Week: 36,UK,Fleetway Travel Ltd,£299pp -- Ritz-Carlton Budapest escape; fly from Edinburgh,Vacations,Travel Agency,2800260,993,0.0001,9/4/2019,139346.0,299.0,0.7126146426879854,197.16971048674995,High,329.0
294,Year: 2019Week: 36,UK,Fleetway Travel Ltd,£499pp -- Greece holiday at the world's best all-inc resort,Vacations,Travel Agency,2799826,30740,0.0039000000000000003,9/4/2019,2422526.0,499.0,1.2689234295111798,194.98790591807003,V.High,599.0
295,Year: 2019Week: 36,UK,holidays.ch. AG (Travelzoo Packages),"£106pp -- Prague break w/Christmas market dates, inc flights",Vacations,Vacation,2799682,4657,0.0006,9/4/2019,931331.0,106.0,0.5000370437578048,198.0098035444899,Mid,199.0
296,Year: 2019Week: 36,UK,Jetline Travel,"£199pp -- Malta: 5-star break w/cruise, from the Midlands",Vacations,Travel Agency,2800238,3162,0.0004,9/4/2019,346130.0,199.0,0.9135295987056886,196.37896086941583,High,199.0
297,Year: 2019Week: 36,UK,Jetline Travel,"£199pp -- Malta: 5-star break w/cruise, from the Northwest",Vacations,Travel Agency,2800240,3241,0.0004,9/4/2019,319538.0,199.0,1.0142768622198297,195.9836296661183,High,199.0
298,Year: 2019Week: 36,UK,Jetline Travel,£95pp -- Barcelona getaway inc breakfast; fly fr Birmingham,Vacations,Travel Agency,2800200,3167,0.0004,9/4/2019,346130.0,95.0,0.9149741426631613,196.37328691629185,Mid,199.0
310,Year: 2019Week: 36,UK,Exoticca.co.uk,"£599pp -- Baltics: 7-night tour w/flights, transfers & tours",Vacations,Travel Agency,2800201,14385,0.0018,9/4/2019,4845059.0,599.0,0.29690040926230205,198.8159139193702,V.High,
311,Year: 2019Week: 36,UK,Fleetway Travel Ltd,"£299pp -- Cyprus: luxury all-inc holiday, from Manchester",Vacations,Travel Agency,2800267,4823,0.0006,9/4/2019,297256.0,299.0,1.62250719918185,193.6135911466868,High,329.0
312,Year: 2019Week: 36,UK,Fleetway Travel Ltd,"£299pp -- Ritz-Carlton Budapest escape inc flights, save 53%",Vacations,Travel Agency,2799716,8267,0.001,9/4/2019,1996902.0,299.0,0.4139912724810732,198.35086219665274,High,329.0
313,Year: 2019Week: 36,UK,Fleetway Travel Ltd,£299pp -- Ritz-Carlton Budapest escape; fly from Bristol,Vacations,Travel Agency,2800261,1691,0.0002,9/4/2019,286278.0,299.0,0.5906845793249917,197.65113605978422,High,329.0
314,Year: 2019Week: 36,UK,holidays.ch. AG (Travelzoo Packages),£106pp -- Prague stay w/Christmas market dates fr Manchester,Vacations,Vacation,2800088,1699,0.0002,9/4/2019,279933.0,106.0,0.606930944190217,197.58692194068857,Mid,199.0
315,Year: 2019Week: 36,UK,Jetline Travel,"£199pp -- Malta: 5-star break w/harbour cruise, fr Edinburgh",Vacations,Travel Agency,2800242,1492,0.0002,9/4/2019,139346.0,199.0,1.0707160593056133,195.76250727786535,High,199.0
316,Year: 2019Week: 36,UK,Jetline Travel,"£199pp -- Malta: 5-star break w/harbour cruise, from Bristol",Vacations,Travel Agency,2800239,3360,0.0004,9/4/2019,286278.0,199.0,1.1736843208349925,195.3597248979761,High,199.0
317,Year: 2019Week: 36,UK,Jetline Travel,£249pp -- 5-star all-inc Tunisia week w/upgrade & transfers,Vacations,Travel Agency,2800151,4930,0.0006,9/4/2019,1211263.0,249.0,0.40701317550358596,198.3785468260383,High,329.0
318,Year: 2019Week: 36,UK,Lumle Holidays Ltd,£1099pp -- Cambodia & Vietnam: 12-nt tour w/cruise & flights,Vacations,Travel Agency,2799798,16993,0.0021,9/4/2019,4845059.0,1099.0,0.35072844314176566,198.60198944807667,V.High,600.0
328,Year: 2019Week: 37,UK,Broadway Travel Service (Wimbledon) Ltd,"£599pp -- Tenerife: 5-star holiday w/suite, from Birmingham",Vacations,Vacation,2802948,4316,0.0005,9/11/2019,691951.0,599.0,0.6237435887801304,197.52049142067628,V.High,
329,Year: 2019Week: 37,UK,Broadway Travel Service (Wimbledon) Ltd,"£599pp -- Tenerife: 5-star holiday w/suite, from Manchester",Vacations,Vacation,2802950,4638,0.0006,9/11/2019,594235.0,599.0,0.7804992974160054,196.9021812638072,V.High,
330,Year: 2019Week: 37,UK,Citrus Holidays (trading division of The Wise Miser Limited),£1499pp -- Sri Lanka: 13-nt private tour inc leopard safari,Vacations,Travel Agency,2802609,6131,0.0008,9/11/2019,4842684.0,1499.0,0.12660334640872706,199.49422693998432,V.High,600.0
331,Year: 2019Week: 37,UK,Exoticca.co.uk,"£1499pp -- Peru: 13-nt tour w/Machu Picchu, from Manchester",Vacations,Travel Agency,2802960,1013,0.0001,9/11/2019,594235.0,1499.0,0.1704712781980193,199.31927532725854,V.High,600.0
332,Year: 2019Week: 37,UK,Exoticca.co.uk,"£1549pp -- Peru: 13-night tour w/Machu Picchu, from Scotland",Vacations,Travel Agency,2802959,575,0.0001,9/11/2019,278462.0,1549.0,0.20649137045629204,199.1757365510667,V.High,600.0
333,Year: 2019Week: 37,UK,Fleetway Travel Ltd,£539pp -- Luxury Nile cruise & all-inc Red Sea holiday,Vacations,Travel Agency,2802957,10568,0.0013,9/11/2019,4442646.0,539.0,0.2378762566272442,199.05075300670484,V.High,599.0
334,Year: 2019Week: 37,UK,holidays.ch. AG (Travelzoo Packages),"£168pp -- Berlin escape w/breakfast & bubbly, fr Manchester",Vacations,Vacation,2802956,669,0.0001,9/11/2019,148558.0,168.0,0.45032916436677933,198.20675883050654,Mid,199.0
335,Year: 2019Week: 37,UK,Jetline Travel,£129pp -- Rome: 3-night break w/flights from Dublin,Vacations,Travel Agency,2802847,1662,0.0002,9/11/2019,109008.0,129.0,1.5246587406428886,193.9929520195175,Mid,199.0
336,Year: 2019Week: 37,UK,Jetline Travel,£129pp -- Rome: 3-night break w/flights from Manchester,Vacations,Travel Agency,2802848,4677,0.0006,9/11/2019,594232.0,129.0,0.7870663309953014,196.87632010873105,Mid,199.0
337,Year: 2019Week: 37,UK,Jetline Travel,"£349pp -- Deluxe all-inc Crete holiday, save 37%",Vacations,Travel Agency,2802151,14488,0.0018,9/11/2019,2421342.0,349.0,0.598345875964651,197.62085202990357,High,599.0
339,Year: 2019Week: 37,UK,Blue Sea Holidays Ltd,"£109pp -- Budapest Christmas market break w/flights, 37% off",Vacations,Vacation,2802965,22849,0.0029,9/11/2019,2421342.0,109.0,0.9436502567584422,196.2606850282977,Mid,199.0
340,Year: 2019Week: 37,UK,Broadway Travel Service (Wimbledon) Ltd,"£599pp -- Tenerife: 5-star holiday w/suite, from Bristol",Vacations,Vacation,2802949,2685,0.0003,9/11/2019,400041.0,599.0,0.6711812039265975,197.33317441635256,V.High,
341,Year: 2019Week: 37,UK,Broadway Travel Service (Wimbledon) Ltd,£599pp -- Tenerife: 5-star holiday with 'uber-sleek' suite,Vacations,Vacation,2802799,18750,0.0024,9/11/2019,3156460.0,599.0,0.5940198830335249,197.6379515055697,V.High,
342,Year: 2019Week: 37,UK,Exoticca.co.uk,£1499pp -- Peru: 13-night tour w/Machu Picchu & Andes train,Vacations,Travel Agency,2802709,4456,0.0006,9/11/2019,2753094.0,1499.0,0.16185426287660354,199.35362912730503,V.High,600.0
343,Year: 2019Week: 37,UK,Exoticca.co.uk,"£1499pp -- Peru: 13-nt tour w/Machu Picchu, from Birmingham",Vacations,Travel Agency,2802958,1298,0.0002,9/11/2019,691951.0,1499.0,0.18758553712618378,199.25106274945944,V.High,600.0
344,Year: 2019Week: 37,UK,Exoticca.co.uk,"£1549pp -- Peru: 13-nt tour w/Machu Picchu, from Newcastle",Vacations,Travel Agency,2802961,1264,0.0002,9/11/2019,524945.0,1549.0,0.24078713008029415,199.03916504658795,V.High,600.0
345,Year: 2019Week: 37,UK,Fleetway Travel Ltd,"£259pp -- Iceland: Radisson Blu break w/tour, from Edinburgh",Vacations,Travel Agency,2802969,1386,0.0002,9/11/2019,278462.0,259.0,0.497733981656384,198.01892455904635,High,329.0
346,Year: 2019Week: 37,UK,Premier Holidays Ltd,"£1399pp -- 13-nt Singapore, Dubai & 5-star Borneo holiday",Vacations,Vacation,2802336,9101,0.0011,9/11/2019,2421342.0,1399.0,0.37586594541374163,198.50216606602172,V.High,600.0
355,Year: 2019Week: 37,UK,Fleetway Travel Ltd,"£539pp -- Nile cruise & all-inc Red Sea holiday, fr Bristol",Vacations,Travel Agency,2802953,1635,0.0002,9/11/2019,400041.0,539.0,0.40870810741898955,198.37182206554536,V.High,599.0
356,Year: 2019Week: 37,UK,holidays.ch. AG (Travelzoo Packages),£169pp -- Galway: 5-star gourmet break inc flights,Vacations,Vacation,2802711,4047,0.0005,9/11/2019,889125.0,169.0,0.4551665963728384,198.1875831306848,Mid,199.0
357,Year: 2019Week: 37,UK,holidays.ch. AG (Travelzoo Packages),"£169pp -- Galway: 5-star gourmet break, from East Midlands",Vacations,Vacation,2802926,965,0.0001,9/11/2019,172987.0,169.0,0.5578453872256296,197.78099705665932,Mid,199.0
358,Year: 2019Week: 37,UK,holidays.ch. AG (Travelzoo Packages),"£169pp -- Galway: 5-star gourmet break, from the Northwest",Vacations,Vacation,2802933,862,0.0001,9/11/2019,148558.0,169.0,0.5802447528911266,197.69241065453085,Mid,199.0
359,Year: 2019Week: 37,UK,Jetline Travel,"£129pp -- Rome: 3-night break w/flights & wine, save 36%",Vacations,Travel Agency,2801209,12160,0.0015,9/11/2019,2069720.0,129.0,0.5875190847071101,197.66365016235326,Mid,199.0
366,Year: 2019Week: 37,UK,Broadway Travel Service (Wimbledon) Ltd,"£169pp -- Lisbon: deluxe city-centre break w/flts, save 38%",Vacations,Vacation,2801650,20038,0.0025,9/11/2019,2421342.0,169.0,0.8275576106142792,196.71693878052577,Mid,199.0
367,Year: 2019Week: 37,UK,Dnata,£725pp -- Luxury all-inc Dubai break w/theme park tickets,Vacations,Vacation,2802860,5928,0.0007000000000000001,9/11/2019,2421342.0,725.0,0.24482291225279207,199.0231000259551,V.High,600.0
368,Year: 2019Week: 37,UK,Emirates Holidays,"£1435pp -- Maldives: all-inc beach villa escape, save 39%",Vacations,Vacation,2802305,9307,0.0012,9/11/2019,2421342.0,1435.0,0.3843736242133495,198.4683925980263,V.High,600.0
369,Year: 2019Week: 37,UK,Exoticca.co.uk,£1599pp -- Costa Rica: 11-nt tour & all-inc beach break,Vacations,Travel Agency,2802715,11347,0.0014000000000000002,9/11/2019,4842687.0,1599.0,0.2343120668339705,199.06494268478548,V.High,600.0
370,Year: 2019Week: 37,UK,Fleetway Travel Ltd,"£259pp -- Iceland: 4-star Radisson Blu break w/tour, 45% off",Vacations,Travel Agency,2802850,19957,0.0025,9/11/2019,4564225.0,259.0,0.4372483828032141,198.2586206219561,High,329.0
371,Year: 2019Week: 37,UK,holidays.ch. AG (Travelzoo Packages),"£161pp -- Berlin escape inc flights, breakfast & bubbly",Vacations,Vacation,2802705,3699,0.0005,9/11/2019,1062112.0,161.0,0.3482683558796059,198.61176137232584,Mid,199.0
372,Year: 2019Week: 37,UK,Jetline Travel,"£129pp -- Rome: 3-night break w/flights & wine, save 36%",Vacations,Travel Agency,2801590,12424,0.0016,9/11/2019,2069720.0,129.0,0.6002744332566724,197.61322944042294,Mid,199.0
373,Year: 2019Week: 37,UK,Jetline Travel,£669pp -- 5-star Crete holiday inc meals & private pool,Vacations,Travel Agency,2802767,9774,0.0012,9/11/2019,2421342.0,669.0,0.4036604494532371,198.39184966904088,V.High,600.0
374,Year: 2019Week: 37,UK,Premier Holidays Ltd,£1899pp -- 10-night Canada adventure w/Rockies rail journey,Vacations,Vacation,2801597,11091,0.0014000000000000002,9/11/2019,2421342.0,1899.0,0.4580517745944191,198.17614709223236,V.High,600.0
382,Year: 2019Week: 38,UK,Broadway Travel Service (Wimbledon) Ltd,"£599pp -- Spain: 5-star ultra all-inc holiday, from Bristol",Vacations,Vacation,2805764,1624,0.0002,9/18/2019,199976.0,599.0,0.8120974516942034,196.77777777777777,V.High,
383,Year: 2019Week: 38,UK,Fleetway Travel Ltd,"£499pp -- Luxury ultra all-inc Corfu week, from Manchester",Vacations,Travel Agency,2805745,1721,0.0002,9/18/2019,297022.0,499.0,0.5794183595827919,197.6956782250965,V.High,599.0
384,Year: 2019Week: 38,UK,Fleetway Travel Ltd,£699pp -- Corfu: 5-star 24-hour ultra all-inc week w/flights,Vacations,Travel Agency,2804249,9038,0.0011,9/18/2019,2123414.0,699.0,0.42563532123269415,198.30467461870185,V.High,600.0
385,Year: 2019Week: 38,UK,holidays.ch. AG (Travelzoo Packages),£1799pp -- Luxury Maldives villa escape w/meals & flights,Vacations,Vacation,2803781,5133,0.0006,9/18/2019,1638442.0,1799.0,0.3132854260327799,198.75077194530215,V.High,600.0
386,Year: 2019Week: 38,UK,Hotelplan Limited (t/a Inghams Travel),"£499pp -- Lapland: 7-night winter escape w/meals, £320 off",Vacations,Vacation,2805542,5470,0.0007000000000000001,9/18/2019,1923436.0,499.0,0.2843868992781668,198.86567826529648,V.High,599.0
398,Year: 2019Week: 38,UK,Blue Sea Holidays Ltd,"£109pp -- Budapest Christmas market break w/flights, 37% off",Vacations,Vacation,2805505,16310,0.0021,9/18/2019,2420436.0,109.0,0.6738455385723895,197.32265898866768,Mid,199.0
